word,sentiment
desamparar,negative
desamparo,negative
desanimada,negative
desanimadamente,negative
desanimadas,negative
desanimado,negative
desanimados,negative
desanimar,negative
desanimo,negative
desanimos,negative
desapacible,negative
desapaciblemente,negative
desaparecer,negative
desaparición,negative
desapercibida,negative
desapercibidas,negative
desapercibido,negative
desapercibidos,negative
desaprensiva,negative
desaprensivas,negative
desaprensivo,negative
desaprensivos,negative
desaprobacion,negative
desaprobación,negative
desaprobando,negative
desaprobar,negative
desaprobatorio,negative
desaprovechada,negative
desaprovechadas,negative
desaprovechado,negative
desaprovechados,negative
desaprovechamiento,negative
desaprovechar,negative
desaquellar ,negative
desarmar,negative
desarmarse,negative
desarraigar,negative
desarrapado,negative
desarreglado,negative
desarreglo,negative
desarrollar,positive
desarrollo,positive
desaseado,negative
desaseo,negative
desasosegado,negative
desasosegar,negative
desasosiego,negative
desastrado,negative
desastre,negative
desastrosa,negative
desastrosamente,negative
desastrosas,negative
desastroso,negative
desastrosos,negative
desatar,negative
desatascar,positive
desatascarse,positive
desatenta,negative
desatentas,negative
desatento,negative
desatentos,negative
desatino,negative
desatinos,negative
desatrancado,positive
desautorizacion,negative
desautorización,negative
desautorizar,negative
desavenencia,negative
desazon,negative
desazonado,negative
desazonar,negative
desazón,negative
desbandada,negative
desbandarse,negative
desbarajuste,negative
desbaratador,positive
desbaratar,negative
desbocado,negative
descabellada,negative
descabelladamente,negative
descabelladas,negative
descabellado,positive
descabellados,negative
descaecimiento,negative
descalificacion,negative
descalificada,negative
descalificadas,negative
descalificado,negative
descalificados,negative
descamacion,negative
descamación,negative
descamisado,negative
descansar,positive
descanso,positive
descansos,negative
descarada,negative
descaradamente,negative
descaradas,negative
descarado,negative
descarados,negative
descargado,negative
descargar,positive
descaro,negative
descaros,negative
descartar,negative
descastado,negative
descenso,negative
descensos,negative
descollar,positive
descoloracion,negative
descomponer,negative
descomponerse,negative
descomposición,negative
descomposicón,negative
descomunal,negative
descomunalmente,positive
desconcertada,negative
desconcertadas,negative
desconcertado,negative
desconcertados,negative
desconcertante,negative
desconcertantemente,negative
desconcertar,positive
desconcierto,positive
desconciertos,negative
desconectado,negative
desconfiable,negative
desconfiada,negative
desconfiadamente,negative
desconfiadas,negative
desconfiado,negative
desconfiados,negative
desconfiando,negative
desconfianza,negative
desconfiar,negative
desconfiar de,negative
desconocer,negative
desconocida,negative
desconocidamente,negative
desconocidas,negative
desconocido,negative
desconocidos,negative
desconocimiento,negative
desconsideracion,negative
desconsiderada,negative
desconsideradamente,negative
desconsideradas,negative
desconsiderado,negative
desconsiderados,negative
desconsolada,negative
desconsoladamente,negative
desconsoladas,negative
desconsolado,negative
desconsolador,negative
desconsolados,negative
desconsolar,negative
desconsuelo,negative
desconsuelos,negative
descontenta,negative
descontentar,negative
descontentas,negative
descontento,negative
descontentos,negative
descontrol,negative
descontrolado,negative
descorazonador,negative
descorazonamiento,negative
descorazonar,negative
descorazonar ,negative
descortes,negative
descortesia,negative
descortesmente,negative
descortés,negative
descortésmente,negative
descreer,negative
descrédito,negative
descuajar,negative
descuartizada,negative
descuartizadas,negative
descuartizado,negative
descuartizados,negative
descubierto,negative
descubrible,positive
descubrimiento,positive
descubrir el pastel,negative
descuello,negative
descuidada,negative
descuidadamente,negative
descuidadas,negative
descuidado,negative
descuidados,negative
descuidar,positive
descuido,negative
descuidos,negative
desden,negative
desdenable,positive
desdenar,negative
desdenoso,negative
desdeñaba,negative
desdeñar,negative
desdeño,negative
desdeños,negative
desdeñosa,negative
desdeñosamente,negative
desdeñosas,negative
desdeñoso,negative
desdeñosos,negative
desdibujando,negative
desdicha,negative
desdichado,negative
desdén,negative
deseabilidad,positive
deseable,positive
deseables,positive
deseado,positive
deseando,positive
desear,positive
desecada,negative
desecadas,negative
desecado,positive
desecados,negative
desecar,negative
desechado,negative
desecho,negative
desechos,negative
desempatado,negative
desempeñar,positive
desempeño,positive
desempleados,negative
desempleo,negative
desencadenamiento,negative
desencaminado,negative
desencantado,positive
desencantar,positive
desencanto,negative
desencorvar,positive
desenfadado,positive
desenfocado,negative
desenfrenado,negative
desenganado,positive
desengano,negative
desengaño,negative
desenmarañar,negative
desenmarañarse,negative
desensibilizar,negative
desentonar,negative
desentrañada,negative
desentrañadas,negative
desentrañado,negative
desentrañados,negative
desenvoltura,positive
deseo,positive
deseoso,positive
deseosos,positive
desequilibrado,positive
desequilibrio,negative
desequilibrios,negative
desercion,negative
deserción,negative
desertar,negative
deservicio,negative
desesperacion,negative
desesperación,negative
desesperada,negative
desesperadamente,negative
desesperadas,negative
desesperado,negative
desesperados,negative
desesperante,negative
desesperanza,negative
desesperanzada,negative
desesperanzadas,negative
desesperanzado,negative
desesperanzados,negative
desesperanzar,negative
desesperar,negative
desesperarse,negative
desespero,negative
desestabilizacion,negative
desestabilización,negative
desestimacion,negative
desestimar,negative
desestimular,negative
desfachatez,negative
desfallecer,negative
desfallecimiento,negative
desfasado,negative
desfavorable,negative
desfavorecido,negative
desfavorecimiento,negative
desfigurar,negative
desfiladero,negative
desgana,negative
desganar,negative
desgarbada,negative
desgarbadas,negative
desgarbado,negative
desgarbados,negative
desgarrador,negative
desgarradoramente,negative
desgarro,negative
desgarron,negative
desgastar,negative
desgaste,negative
desgastes,negative
desglose,negative
desgracia,negative
desgraciada,negative
desgraciadamente,negative
desgraciadas,negative
desgraciado,negative
desgraciados,negative
desgraciar,negative
desgrenado,negative
deshabitado,negative
deshacer,negative
desharrapado,negative
deshecho,negative
deshechos,negative
desheredada,negative
desheredadas,negative
desheredado,negative
desheredados,negative
desheredar,negative
deshidratado,positive
deshilachado,negative
deshincharse,negative
deshonesta,negative
deshonestamente,negative
deshonestas,negative
deshonestidad,negative
deshonesto,negative
deshonestos,negative
deshonorable,negative
deshonra,negative
deshonrar,negative
deshonrosa,negative
deshonrosas,negative
deshonroso,negative
deshonrosos,negative
deshumanizacion,negative
deshumanización,negative
deshumanizar,negative
desierta,negative
desiertas,negative
desierto,negative
desiertos,negative
designar,positive
desigual,negative
desigualdad,negative
desigualdades,negative
desilusion,negative
desilusionada,negative
desilusionadas,negative
desilusionado,negative
desilusionados,negative
desilusionar,positive
desilusiones,negative
desilusión,negative
desinclinado,negative
desindustrializado,negative
desinfeccion,negative
desinflar ,negative
desinformada,negative
desinformadas,negative
desinformado,negative
desinformados,negative
desinformar,negative
desintegracion,negative
desintegración,negative
desintegrada,negative
desintegradas,negative
desintegrado,negative
desintegrados,negative
desintegrar,negative
desintegrarse,negative
desinteres,positive
desinteresada,negative
desinteresadas,negative
desinteresado,positive
desinteresados,negative
desinterés,negative
desistir,negative
desleal,negative
deslealtad,negative
desliz,negative
deslucida,negative
deslucidas,negative
deslucido,negative
deslucidos,negative
deslucimiento,positive
deslucir,negative
deslumbrado,positive
deslumbrados,positive
deslumbramiento,positive
deslumbrante,positive
deslumbrantemente,positive
deslumbrar,positive
deslustrar,negative
deslustrarse,negative
deslustre,negative
desmadejado,negative
desmalazado,negative
desmanado,negative
desmandado,negative
desmayadamente,negative
desmayado,negative
desmayar,positive
desmayarse,negative
desmayo,positive
desmañada,negative
desmañadas,negative
desmañado,negative
desmañados,negative
desmedido,negative
desmedrar,negative
desmelenado,negative
desmentir,negative
desmesura,negative
desmesurado,negative
desmesurar,negative
desmontable,positive
desmontables,positive
desmoralización,negative
desmoralizada,negative
desmoralizadas,negative
desmoralizado,negative
desmoralizador,negative
desmoralizados,negative
desmoralizando,negative
desmoralizante,negative
desmoralizar,negative
desmoronada,negative
desmoronadas,negative
desmoronado,negative
desmoronados,negative
desmoronandose,negative
desmoronarse,negative
desmoronándose,negative
desmotivar,negative
desmán,negative
desnaturalidad,negative
desnivel,negative
desnudar,negative
desnutricion,negative
desnutrido,negative
desobedecer,negative
desobediencia,negative
desobediente,negative
desocupacion,negative
desocupado,positive
desolacion,negative
desolación,negative
desolada,negative
desoladamente,negative
desoladas,negative
desolado,negative
desolados,negative
desolar,negative
desorbitada,negative
desorbitadas,negative
desorbitado,negative
desorbitados,negative
desorbitar,negative
desorden,negative
desordenada,negative
desordenadas,negative
desordenado,negative
desordenados,negative
desordenar,negative
desorganización,negative
desorganizada,negative
desorganizadas,negative
desorganizado,negative
desorganizados,negative
desorganizar,negative
desorientado,negative
desorientados,negative
desorientar,negative
desorvitados,negative
despachar rápidamente,negative
despacio,negative
despampanante,positive
desparpajo,negative
despavilado,positive
despavorir,negative
despecho,negative
despechos,negative
despectiva,negative
despectivamente,negative
despectivas,negative
despectivo,negative
despectivos,negative
despedida,positive
despedido,negative
despedidos,negative
despedir,negative
despeinado,negative
despeinar,negative
despeja,positive
despejado,positive
despejar,positive
despejarse,positive
despeluznante,negative
despeluznar,negative
despenar,positive
desperdiciado,negative
desperdiciar,negative
desperdicio,negative
desperfecto,negative
despertar,positive
despiadada,negative
despiadadamente,negative
despiadadas,negative
despiadado,negative
despiadados,negative
despido,positive
despidos,negative
despierto,positive
despilfarrar,negative
despilfarro,negative
despilfarros,negative
despistado,negative
despistados,negative
despistar,positive
despitorrarse,negative
desplacer,negative
desplazada,negative
desplazadas,negative
desplazado,negative
desplazados,negative
desplazar,negative
desplomarse,negative
despojar,negative
desposeer,negative
desposeido,negative
despota,negative
despotica,negative
despoticamente,negative
despoticas,negative
despotico,negative
despoticos,negative
despotismo,negative
despotismos,negative
despotricar,negative
despotrico,negative
despotricó,negative
despreciable,negative
despreciada,negative
despreciadas,negative
despreciado,negative
despreciados,negative
despreciar,negative
despreciativa,negative
despreciativamente,negative
despreciativas,negative
despreciativo,negative
despreciativos,negative
desprecio,negative
desprecios,negative
desprendido,positive
despreocupacion,negative
despreocupación,positive
despreocupada,positive
despreocupadas,positive
despreocupado,positive
despreocupados,positive
desprestigiador,negative
desprestigiar,negative
desprestigio,negative
desprevenida,negative
desprevenidas,negative
desprevenido,positive
desprevenidos,negative
desprivar,negative
desproporcionada,negative
desproporcionadas,negative
desproporcionado,negative
desproporcionados,negative
despropositos,negative
despropósito,negative
desprotección,negative
desprotegido,negative
desprovisto,negative
despótico,negative
desquiciado,positive
desquiciante,negative
desquiciar,negative
desquite,negative
desregulación,negative
destaca,positive
destacable,positive
destacadamente,positive
destacado,positive
destacados,positive
destacar,positive
destacarse,positive
destapado,negative
destartalado,negative
destemplar,negative
desterrado,negative
desterrar,negative
desteñida,negative
desteñidas,negative
desteñido,negative
desteñidos,negative
destierro,negative
destierros,negative
destino,positive
destinos,positive
destreza,positive
destripar,negative
destrozada,negative
destrozadas,negative
destrozado,negative
destrozados,negative
destrozar,negative
destrozo,negative
destrozos,negative
destruccion,negative
destrucción,negative
destructiva,negative
destructivas,negative
destructividad,negative
destructivo,negative
destructivos,negative
destructor,negative
destruido,negative
destruir,negative
desunion,negative
desunión,negative
desvalida,negative
desvalidas,negative
desvalido,negative
desvalidos,negative
desvalorizar,negative
desvanecer,negative
desvanecimiento,negative
desvarío,negative
desvelado,positive
desvencijada,negative
desvencijadas,negative
desvencijado,negative
desvencijados,negative
desventaja,negative
desventajas,negative
desventajosa,negative
desventajosas,negative
desventajoso,negative
desventajosos,negative
desventura,negative
desventurada,negative
desventuradas,negative
desventurado,negative
desventurados,negative
desvergonzada,negative
desvergonzadamente,negative
desvergonzadas,negative
desvergonzado,negative
desvergonzados,negative
desverguenza,negative
desvergüenza,negative
desviacion,negative
desviación,negative
desviarse,negative
desvirtuar,negative
desánimo,negative
detallista,positive
detectable,positive
detención,negative
detener,negative
detenido,negative
deteriorada,negative
deterioradas,negative
deteriorado,negative
deteriorados,negative
deteriorar,negative
deteriorarse,negative
deterioro,negative
deterioros,negative
determinado,positive
detesta,negative
detestaba,negative
detestable,negative
detestablemente,negative
detestación,negative
detestando,negative
detestar,negative
detonador,negative
detraccion,negative
detracción,negative
detrae,negative
detraer,negative
detrimento,negative
deuda,negative
deudas,negative
deuteranopia,negative
devaluada,negative
devaluadas,negative
devaluado,negative
devaluados,negative
devaluar,negative
devasta,negative
devastacion,negative
devastación,negative
devastada,negative
devastadas,negative
devastado,negative
devastador,negative
devastadoramente,negative
devastados,negative
devastar,negative
devocion,positive
devoción,positive
devota,positive
devotas,positive
devoto,positive
devotos,positive
diaaaaaas,positive
diaaaaas,positive
diaaaas,positive
diaaas,positive
diaaasss,positive
diaas,positive
diabetico,negative
diablillo,negative
diablo,negative
diablos,negative
diablura,negative
diabolica,negative
diabolicamente,negative
diabolicas,negative
diabolico,negative
diabolicos,negative
diabólicamente,negative
diabólico,negative
diacritico,positive
diagonalizable,positive
diametralmente,negative
diantre,negative
diantres,negative
diarrea,negative
diass,positive
diasss,positive
diassss,positive
diasssss,positive
diatriba,negative
diatribas,negative
dicha,positive
dichosamente,positive
dichoso,positive
dictador,negative
dictadura,negative
dictatorial,negative
diestra,positive
diestras,positive
diestro,positive
diestros,positive
difamacion,negative
difamaciones,negative
difamación,negative
difamador,negative
difamar,negative
difamar a,negative
difamatoria,negative
difamatoriamente,negative
difamatorias,negative
difamatorio,negative
difamatorios,negative
diferencia,negative
diferenciable,positive
diferente,negative
dificil,negative
dificultad,negative
dificultades,negative
dificultar,negative
dificultoso,negative
difteria,negative
difunta,negative
difuntas,negative
difunto,negative
difuntos,negative
difusa,negative
difusas,negative
difuso,negative
difusos,negative
difícil,negative
difícil de manejar,negative
digna,positive
dignarse,negative
dignas,positive
dignidad,positive
dignidades,positive
dignificar,positive
digno,positive
digno de confianza,positive
digno de mención,positive
dignos,positive
diias,positive
diiias,positive
diiiias,positive
dilacion,negative
dilación,negative
dilección,positive
dilema,negative
diletante,positive
diligencia,positive
diligencias,positive
diligente,positive
diligentemente,positive
diligentes,positive
diluido,negative
diluvio,negative
diluvios,negative
diminuta,negative
diminutas,negative
diminuto,negative
diminutos,negative
dimisión,negative
dimitir,negative
dinamica,positive
dinamico,positive
dinamismo,positive
dinámica,positive
dinámico,positive
dios,negative
diplomatica,positive
diplomaticas,positive
diplomatico,positive
diplomaticos,positive
diplomático,positive
dipsnea,negative
direccion,positive
direcciones,positive
dirección,positive
directo,positive
discapacidad,negative
discapacitada,negative
discapacitadas,negative
discapacitado,negative
discapacitados,negative
discernible,positive
discernidor,positive
discernimiento,positive
disciplinado,positive
discola,negative
discolas,negative
discolo,negative
discolos,negative
disconforme,negative
disconformidad,negative
discontinua,negative
discontinuas,negative
discontinuidad,negative
discontinuo,negative
discontinuos,negative
discordancia,negative
discordante,negative
discorde,negative
discordia,negative
discrecion,positive
discreción,positive
discrepancia,negative
discrepante,negative
discrepar,negative
discreto,positive
discriminacion,negative
discriminación,negative
discriminar,negative
discriminatoria,negative
discriminatorias,negative
discriminatorio,negative
discriminatorios,negative
disculpar,negative
discusion,negative
discusión,negative
discutia,negative
discutias,negative
discutible,positive
discutidor,negative
discutio,negative
discutios,negative
discutir,negative
discutió,negative
diseminado,negative
disension,negative
disensiones,negative
disensión,negative
disenteria,negative
disentir,negative
diserto,positive
disfavor,negative
disfemistico,negative
disfruta,positive
disfrutado,positive
disfrutando,positive
disfrutar,positive
disfrutar de,positive
disfrutas,positive
disfrute,positive
disfuerzo,negative
disgusta,negative
disgustada,negative
disgustadamente,negative
disgustadas,negative
disgustado,negative
disgustados,negative
disgustar,negative
disgustas,negative
disgusto,negative
disgustos,negative
disgustoso,negative
disidencia,negative
disidente,positive
disidentes,negative
disimilar,negative
disimulado,negative
disimulador,negative
disimular,negative
dislocacion,negative
dislocada,negative
dislocadas,negative
dislocado,negative
dislocados,negative
dislocar,negative
disminucion,negative
disminución,negative
disminuir,negative
disminuyendo,negative
disminuyo,positive
dismir,positive
disociable,negative
disolucion,negative
disolución,negative
disoluta,negative
disolutas,negative
disoluto,negative
disolutos,negative
disolvente,positive
disolventes,positive
disolver,negative
disolverse,negative
disonancia,negative
disonante,negative
dispar,positive
disparatadamente,negative
disparatado,negative
disparate,negative
disparates,negative
disparejo,negative
dispendiosa,negative
dispendiosas,negative
dispendioso,negative
dispendiosos,negative
dispensable,negative
dispepsia,negative
dispeptico,negative
disperso,negative
displacer,negative
disponibilidad,positive
disponible,positive
disponibles,positive
dispuesto,positive
dispuestos,positive
disputa,negative
disputable,positive
disputada,negative
disputadas,negative
disputado,negative
disputados,negative
disputar,negative
disputas,negative
disruptiva,negative
disruptivas,negative
disruptivo,negative
disruptivos,negative
distanciada,negative
distanciadas,negative
distanciado,negative
distanciados,negative
distanciamiento,negative
distante,negative
distendido,negative
distincion,positive
distinciones,positive
distinción,positive
distinguible,positive
distinguida,positive
distinguidas,positive
distinguido,positive
distinguidos,positive
distinguir,positive
distinguirse,positive
distintivo,positive
distintivos,positive
distinto,negative
distorsion,negative
distorsiona,negative
distorsionada,negative
distorsionar,negative
distorsión,negative
distraccion,negative
distracción,negative
distraer,negative
distraida,negative
distraidas,negative
distraido,negative
distraidos,negative
distraído,positive
disturbar,negative
disturbios,negative
disuadir,negative
disuasiva,negative
disuasivas,negative
disuasivo,negative
disuasivos,negative
diver,positive
divergente,negative
diversificado,positive
diversificados,positive
diversion,positive
diversiones,positive
diversión,positive
diverso,negative
divertida,positive
divertidamente,positive
divertidas,positive
divertido,positive
divertidos,positive
divertidísimamente,positive
divertir,positive
dividida,negative
divididas,negative
dividido,negative
divididos,negative
dividir,negative
dividirse,negative
divina,positive
divinamente,positive
divinas,positive
divinidad,positive
divinizar,positive
divino,positive
divinos,positive
division,negative
divisiones,negative
divisiva,negative
divisivas,negative
divisivo,negative
divisivos,negative
división,negative
divorciar,negative
divorciarse,negative
divorcio,negative
diñarla,negative
doblada,negative
dobladas,negative
doblado,negative
doblados,negative
doblez,negative
docil,positive
docilidad,positive
docto,positive
doctrinario,negative
dogmatica,negative
dogmaticas,negative
dogmatico,negative
dogmaticos,negative
dogmático,negative
dolencia,negative
doler,negative
dolida,negative
dolidas,negative
dolido,negative
dolidos,negative
doliente,negative
dolieron,negative
dolor,negative
dolor de cabeza,negative
dolor muy agudo,negative
dolores,negative
dolorida,negative
doloridamente,negative
doloridas,negative
dolorido,negative
doloridos,negative
dolorosa,negative
dolorosamente,negative
dolorosas,negative
doloroso,negative
dolorosos,negative
doloso,negative
doma,positive
domesticable,positive
domina,positive
dominado,positive
dominador,negative
dominante,negative
dominar,positive
dominio,positive
don,positive
donaire,positive
donar,positive
dopar,negative
dorada,positive
doradas,positive
dorado,positive
dorados,positive
dotada,positive
dotadas,positive
dotado,positive
dotados,positive
dotar,positive
draconiana,negative
draconianas,negative
draconiano,negative
draconianos,negative
dragon,negative
dramatismo,positive
drastica,negative
drasticamente,negative
drasticas,negative
drastico,negative
drasticos,negative
drenaje,negative
drenar,negative
droga,negative
drásticamente,negative
drástico,negative
dubitable,negative
ducho,positive
duda,negative
dudar,negative
dudar de,negative
dudas,negative
dudo,negative
dudosa,negative
dudosamente,negative
dudosas,negative
dudoso,negative
dudosos,negative
duele,negative
duelo,negative
duelos,negative
dulce,positive
dulcemente,positive
dulces,positive
dulzura,positive
dulzuras,positive
duplicidad,negative
durable,positive
durables,positive
duradera,positive
duraderas,positive
duradero,positive
duraderos,positive
duramente,negative
durar,positive
dureza,negative
duro,positive
débil,negative
déficit,negative
déspota,negative
díscolo,negative
ebrio,negative
ebullicion,negative
echador,negative
echar,negative
echar a perder,negative
echar de menos,negative
echar en falta,negative
echar la culpa a,negative
echar pestes,negative
echar un rapapolvo,negative
echar una reprimenda a,negative
echarse a perder,negative
eclipsar,positive
eclipsare,positive
ecológico,positive
economico,positive
economicos,positive
edema,negative
edematoso,negative
edicion,positive
edificante,positive
edificantes,positive
edificar,positive
educacion,positive
educada,positive
educadas,positive
educado,positive
educados,positive
educativo,positive
efectivo,positive
eficaces,positive
eficacia,positive
eficacias,positive
eficaz,positive
eficazmente,positive
eficiencia,positive
eficiente,positive
eficientemente,positive
eficientes,positive
efigie,negative
efimera,negative
efimeras,negative
efimero,negative
efimeros,negative
efusion,positive
efusiva,positive
efusivamente,positive
efusivas,positive
efusividad,positive
efusivo,positive
efusivos,positive
efusión,positive
efímero,negative
egocentrica,negative
egocentricas,negative
egocentrico,negative
egocentricos,negative
egocéntrico,negative
egoismo,negative
egoismos,negative
egoista,negative
egoistamente,negative
egolatra,negative
egomanía,negative
egotismo,negative
egotismos,negative
egoísmo,negative
egoísta,negative
egoístamente,negative
ególatra,negative
ejem,negative
ejemplar,positive
ejemplo,positive
elaborado,positive
elacion,positive
elección,positive
electrizante,positive
elegancia,positive
elegancias,positive
elegante,positive
elegantemente,positive
elegantes,positive
elemental,positive
elevacion,positive
elevaciones,positive
elevación,positive
elevado,positive
elevar,positive
eliminacion,negative
eliminación,negative
eliminar,negative
elite,positive
elites,positive
elocuencia,positive
elocuente,positive
elocuentemente,positive
elocuentes,positive
elogiar,positive
elogio,positive
elogiosamente,positive
elogioso,positive
eludir,negative
emancipador,positive
emancipar,positive
embarazosa,negative
embarazosamente,negative
embarazosas,negative
embarazoso,negative
embarazosos,negative
embarrar,negative
embate,negative
embaucar,negative
embebecer,positive
embelesada,positive
embelesadas,positive
embelesado,positive
embelesados,positive
embelesamiento,positive
embelesar,positive
embeleso,positive
embellecer,positive
embergadura,positive
embestir,negative
embobamiento,positive
embobar,positive
embobecer,positive
emborrachar,positive
emboscada,negative
embotado,negative
embotar,negative
embozar,negative
embravecer,negative
embravecido,negative
embriagar,positive
embrollada,negative
embrolladas,negative
embrollado,negative
embrollados,negative
embrollar,negative
embrollo,negative
embrollos,negative
embromar,positive
embrujar,positive
embrujo,positive
embrutecedor,negative
embrutecer,positive
embullo,positive
embuste,negative
embustero,negative
emergencia,negative
emetico,negative
eminencia,positive
eminencias,positive
eminente,positive
emocion,positive
emocionada,positive
emocionadas,positive
emocionado,positive
emocionados,positive
emocionante,positive
emocionantemente,positive
emocionantes,positive
emocionar,positive
emocionarse,positive
emociones,positive
emoción,positive
emotividad,positive
emotivo,positive
empacho,negative
empalagamiento,negative
empalagar,positive
empalagosa,negative
empalagosas,negative
empalagoso,negative
empalagosos,negative
empanado,negative
emparanoiado,negative
empatia,positive
empatica,positive
empaticas,positive
empatico,positive
empaticos,positive
empatizar,positive
empatía,positive
empaña,negative
empañada,negative
empañadas,negative
empañado,negative
empañados,negative
empañar,negative
empedernida,negative
empedernidas,negative
empedernido,negative
empedernidos,negative
empeoramiento,negative
empeorar,positive
empeorarse,negative
empequeñecer,negative
emperrarse,negative
empeñado,negative
empeño,positive
empinada,negative
empinadas,negative
empinado,negative
empinados,negative
emplear mal,negative
empobrecer,negative
empobrecida,negative
empobrecidas,negative
empobrecido,negative
empobrecidos,negative
empobrecimiento,negative
empoderamiento,positive
emponzoñar,negative
emporcar,negative
emprendedor,positive
empresa arriesgada,negative
empuje,positive
empático,positive
en calma,positive
en condiciones,positive
en consonancia,positive
en lo alto,positive
en mal estado,negative
enajenación,negative
enajenado,negative
enajenar,negative
enaltecer,positive
enamoramiento,positive
enamorar,positive
enana,negative
enanas,negative
enanismo,negative
enano,negative
enanos,negative
enardecedor,positive
enardecer,negative
encabritar,negative
encajar,positive
encajar con,positive
encajar en,positive
encalabrinar,negative
encallada,negative
encalladas,negative
encallado,negative
encallados,negative
encalmar,positive
encandilamiento,negative
encandilar,positive
encantada,positive
encantadas,positive
encantado,positive
encantador,positive
encantadora,positive
encantadoramente,positive
encantadoras,positive
encantados,positive
encantadísimo,positive
encantar,positive
encanto,positive
encantos,positive
encarcelamiento,negative
encarcelamientos,negative
encarcelar,negative
encarecimiento,positive
encefalitis,negative
encendedor,positive
enchufismo,negative
enclenque,negative
encocorar,negative
encoger,negative
encoger ,negative
encogerse,negative
encogerse de hombros,negative
encogi,negative
encogida,negative
encogidas,negative
encogido,negative
encogidos,negative
encogimiento,negative
encogimiento de hombros,negative
encolerizar,negative
encomendar,positive
encomiable,positive
encomiables,positive
encomiar,positive
enconadamente,negative
enconado,negative
enconar,negative
encono,negative
encontronazo,negative
encorajinar,negative
encrespado,negative
encubierto,negative
encuitar,negative
enculado,negative
endeble,negative
endeblez,negative
endemoniar,negative
enderezar,positive
endeudada,positive
endeudadas,positive
endeudado,positive
endeudados,positive
endeudar,negative
endiablado,negative
endiosada,positive
endiosado,positive
endiosados,positive
endiosamiento,negative
endiosar,positive
endulzar,positive
endurecer,negative
endurecida,negative
endurecidas,negative
endurecido,negative
endurecidos,negative
enemiga,negative
enemigas,negative
enemigo,negative
enemigos,negative
enemistad,negative
enemistarse,negative
enemistarse con,negative
enemistoso,negative
energetica,positive
energeticas,positive
energetico,positive
energeticos,positive
energia,positive
energizar,positive
energético,positive
energía,positive
enervar,negative
enervar ,negative
enfadadamente,negative
enfadado,negative
enfadar,negative
enfadarse,negative
enfado,negative
enfados,negative
enfadoso,negative
enfangar,negative
enfasis,positive
enfatica,negative
enfaticamente,negative
enfaticas,negative
enfatico,negative
enfaticos,negative
enfatizar,negative
enferma,negative
enfermar,negative
enfermas,negative
enfermedad,negative
enfermiza,negative
enfermizas,negative
enfermizo,negative
enfermizos,negative
enfermo,negative
enfermos,negative
enfierecido,negative
enflaquecer,negative
enfrentamiento,negative
enfrentar,negative
enfriar,negative
enfurecer,negative
enfurecida,negative
enfurecidas,negative
enfurecido,negative
enfurecidos,negative
enfureciendo,negative
enfurecimiento,negative
enfurrunarse,negative
enfurruñada,negative
enfurruñadas,negative
enfurruñado,negative
enfurruñados,negative
enfurruñamiento,negative
enfurruñarse,negative
enganar,negative
enganchon,negative
engano,negative
enganoso,negative
enganza,negative
engativamente,negative
engatusar,positive
engañabobos,negative
engañada,negative
engañadas,negative
engañado,negative
engañador,negative
engañadores,negative
engañados,negative
engañar,negative
engañifa,negative
engaño,negative
engaños,negative
engañosa,negative
engañosamante,negative
engañosamente,negative
engañosas,negative
engañoso,negative
engañosos,negative
engendro,negative
engorro,negative
engorrosa,negative
engorrosas,negative
engorroso,negative
engorrosos,negative
engrandecer,positive
engreida,negative
engreidas,negative
engreido,negative
engreidos,negative
engreimiento,negative
engreído,negative
enhorabuena,positive
enigma,positive
enjuiciar,negative
enlodar,negative
enlodazar,negative
enloquecedor,negative
enloquecedoramente,negative
enloquecer,negative
enloquecido,negative
enloqueciendo,negative
enloquecimiento,negative
enlosada,negative
enlosadas,negative
enlosado,negative
enlosados,negative
enlutar,negative
enmarañar,negative
enmienda,negative
enmudecer,positive
enmugrecer,negative
ennegrecer,negative
ennoblecedor,positive
ennoblecer,positive
enojada,negative
enojadas,negative
enojadizo,negative
enojado,negative
enojados,negative
enojamiento,negative
enojar,negative
enojo,negative
enojosamente,negative
enojoso,negative
enorabuena,positive
enorgullecer,positive
enorme,positive
enormemente,positive
enormidad,negative
enrabiar,negative
enrabietar,negative
enredada,negative
enredadas,negative
enredado,negative
enredados,negative
enredar,negative
enredarse,negative
enredo,negative
enredos,negative
enrevesado,negative
enriquecer,positive
enriquecimiento,positive
enrojecida,negative
enrojecidas,negative
enrojecido,negative
enrojecidos,negative
enrollada,positive
enrollado,positive
ensalzar,positive
ensañamiento,negative
ensañar,negative
enseriar,negative
ensombrecer,negative
ensordecedor,negative
ensuciar,negative
ensuciarse,negative
ensueño,positive
entender,positive
entender mal,negative
entendido,positive
enteritis,negative
enternecimiento,positive
entono,negative
entontecer,positive
entontecimiento,positive
entorno privilegiado,positive
entorpecer,negative
entrada,positive
entrampar,negative
entranable,positive
entrar,positive
entrar por la fuerza en,negative
entraña,positive
entrañable,positive
entrañables,positive
entrega,positive
entregar,positive
entremetido,negative
entretener,positive
entretenida,positive
entretenidamente,positive
entretenidas,positive
entretenido,positive
entretenidos,positive
entretenimiento,positive
entretiene,positive
entreverada,negative
entreveradas,negative
entreverado,negative
entreverados,negative
entristecedor,negative
entristecer,negative
entristecerse,negative
entristecido,negative
entristecimiento,negative
entrometerse,negative
entrometida,negative
entrometidas,negative
entrometido,negative
entrometidos,negative
